text,sentiment
Excited for Rove tonight! Jennifer Garner and Gina Riley!,positive
 Good luck with the footage - none of the stations are breaking in live with it,positive
 good morning sunshine. sleepytown is sleepy.,positive
" MY FAV. SONG IS UH...honestly, its rude for u to make us choose.  lol I love `em all!",neutral
 She must be a were-Wookiee then,neutral
 my sentiments exactly,neutral
I`ve been up late this week watching Jay Leno. Tonight is his last show  But now he`ll move up to 10pm not sure if the material will bsame,neutral
I Sing Everytime,neutral
"yep, good morning to you all  or night or evening or whatever xD",positive
Happy Mothers Day to Heidi Klum,positive
Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story,neutral
everyone get #buckonellen one of the topic things!,neutral
just realized tonight`s Drake,neutral
OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.,positive
Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,negative
"I am going to work than, ill be home, and im going to look for my camera since it must be lost in my house. everyone have a wonderful day",positive
Can`t give blood within a year of getting a tattoo so I can`t give...Im gutted,negative
my newsreader is filling up with blogs  yay! keep pm`ing me your blog sites. I love reading them!,positive
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,negative
 all of em! Hahahahaha sry,neutral
havent been on here in ages  sorry twitter.. tweetdeck is broken,positive
got it? good. HAPPY MOTHERS DAY!,positive
there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html,neutral
  i wasn`t able to go the conference.so I didn`t get the outline.. however I have been doing my own & it`s coming along.,neutral
havent been on in awhile.  no point anyways,negative
" I keep trying to invite  out, but I think she`s afraid of me.",negative
I am so hungry! And there is no food for me to steal,negative
 i wish i had friends i could spend the night with,negative
New issue of  in the office...desperately want to flick through but have so much to do. It`ll have to wait,negative
trying to work out how to use Twitter!,neutral
Download Backseat Goodbye`s latest album for FREE!  http://freecd.backseatgoodbye.com/,neutral
This is Really Cool put in a topic and its a twitter show...If your a tweeter twittering twit u got to luv this http://bit.ly/a0nw,positive
"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",positive
I`m a new french girl in Twitter! And I speak English very bad,negative
"i hate the fact that it is so nice outsidee, and im inside doing revisionn",neutral
Archuleta & Cook will arrive in 2 days!!,neutral
#3wordsaftersex it hurts now,negative
 I missed you today...I know you must feel very tired. I will give you a massage tonight,negative
"rt  #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together",positive
Hell yeah Kellynn got a Twitter. Finally.,neutral
Is tired! And is gonna go to bed now!,negative
  thanks homskis! Its like christmas!,positive
Is going to sleep. Good night everyone!!,positive
That mango shake made ALL the difference.  - http://tweet.sg,neutral
just watched yes man. bahaha. that movie is messed up,negative
" I had it! On my itunes, but then I lost all my songs.",neutral
_Honi Might be cute to do a little picture book called 'The little book of boring',positive
Morning...tired should i excercise or jus relax need to catch up on sleep..Ladies would you like to see Shemar Moore @ Embassy? Hit me up,neutral
Good Morning Tweeters... Happy Monday!  Grab a big cup of coffee it`s a new week,positive
rickbaker24 follow me please. i only have 6,neutral
Happy Baby Mommas Day!!  to all the>> MOMMAS<< on Twitterville,positive
 I`m sure she`ll be fine. They`re not as daft as they look (sometime),neutral
 suck it up,negative
Gloomy day can`t stop my bliss.  I hope Ronaldo will score in derby match today.,positive
Margaritas with my Momo. I`ve missed her.,negative
 @_Mintyfresh Thanks very much!!,positive
 lmao! You baked non-stop? Sounds like yummy fun!,positive
 i would but i have nowhere to go and no one to go with,negative
"Had a nice concert yesterday. Nice location, nice people, it was great. But I have a bad cold since yesterday night  Being sick sucks!",positive
listening to jubey snoring on the phone  hehe goodnight,positive
 Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,neutral
 now if I still lived that way you could pop in and see me  but I don`t so you can`t,neutral
iced coffee and vanilla ice cream UBER SICK MIX,negative
" it`s a modded 360, so you can`t send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft.",negative
Jogged in the forest with Nina. Heavy wind reminded I need to set up some turbines: free electricity.,neutral
working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,neutral
"Dizzy  I wanna lie die, but those calories aren`t gonna just balk because I ignore them.",neutral
"Had the super massive sandwich mom made last night,Ohh. It was yummy.. Btw, Happy Mother`s Day mom!!",positive
 that`s so weird seeing your MySpace page without me there! Had to delete my page though.,negative
Finally it`s Friday! Things are going to be so different starting next week...my house will be empty!,neutral
 LOL  I know what ya mean. Watching everyone else act a fool is much better the  not remembering acting a fool yourself,positive
I am NOT in the mood for a long car drive,negative
 I`m sorry you`re not having the best day - neither am I though  Are you working tonight??,negative
Mango Medley has yummy mango and mango ice cream!,positive
 people are pathetic  how do u know some one is trying?,negative
Last time in the drama room,neutral
 but but but. I want steak,neutral
26 pin multi core cable goes bad just B4 service,negative
 you will be great! Have a wonderful first day,positive
 I`ll save you,neutral
I`m making a logo on photoshop & it didn`t work out..  hehe.. try again lah..,neutral
 Not that funny! I wont jump,negative
 boffert,neutral
 I`ll keep that in mind if I decide to add an LA leg  to my westt coast stint in June,neutral
 It was a lovely attempt at poetry!,positive
" Munch away, my dear Watson, Munch away",neutral
Eminem`s new song 'Beautiful' is amazing!. Listen to the MAGIC right NOW!!  http://www.myspace.com/steve005,positive
 I have to figure out how this works!! I don`t get it  Hope you`re doing well!!!,neutral
We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.,negative
It is so annoying when she starts typing on her computer in the middle of the night!,negative
 sorry missed your post earlier about Edinburgh.  I am biased towards its awesomeness!  Glad you enjoyed your visit,neutral
" see most people didn`t like deadpool cause it wasn`t true to the comics, I`m guessing you like Ryan Reynolds",neutral
working from home and ran out of coffee!,negative
 I wanna go but my car not here...,neutral
God! They look stumpy... I`m not sharing my toes tonight,negative
my portfolio v2 uploaded! any comments and feedback are warmly welcomed!  http://www.maxiin.net/,positive
"... need retail therapy, bad. AHHH.....gimme money geebus",negative
has a new nick name - arosh ..i like i like,positive
" Likewise. However, what was the comment about originally?",neutral
 yea.. I will    haha,neutral
 this my new more private acc. Will only use it for close twitter friends,neutral
 i wish i wasn`t all  bummed but i kinda am,positive
oh i hate friday evening.,negative
I am loving this sunshine and hating the thought of my office without windows,neutral
"is hungry, twitter.  i want food. </3",neutral
Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too,positive
Brad Paisley+Alison Krauss- Whiskey Lullaby...so sad  but its awesome!,neutral
can`t go to the movies today,negative
http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game,neutral
Goin to work....,neutral
  thanks for following!  pretty complicated id you have there lol,neutral
Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate,neutral
"In 24hrs time I will be at uni waiting to start my 1st exam, scary. I am working hard this morning though, and feeling ok about it atm",neutral
" Ha-ha abbreviate it , so it`s not so bulky",negative
thanks for the raspberry-Laced Vanilla Cake,positive
"Back from umpireing trainging, making dinner",neutral
Just saw a land rover pull into the school parking lot and thought it was spencer,neutral
probably one of the best surprises ever...you really are amazing,positive
Have a huge block of snack chocolate here. Tis calling my name already,neutral
_Butler I think/hope they might put an age limit on next year on the back of that  #bgt,positive
 Hope you feel better! If your alone we can talk until your ready to go to bed...I`m alone too,positive
 I`ll be at the new movie showing at the franklin on Thursday night.  several of the SLA faculty will be in attendance.,neutral
_chick haha. I completely agree,positive
 Wish I was there!,neutral
happy mothers` day to all your moms!,positive
   All this flirting going on - The ATG smiles. Yay.  ((hugs)),neutral
" haha ofcoooursee you do, its pretty much a must, and pluss its dress up night, jst added incentive",neutral
Playing with my puppy,positive
where r all the 5am tweets from  people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,neutral
" happy birthday keshia, keshia, bo beshia",positive
 Whaaaat?!?!?  When did that happen?,neutral
 Cause I`m not hearing from you guys!!!,neutral
I`m so hungry,negative
"the scrubs finale was beautiful, just so so perfect. can`t believe they`re gonna do another season",positive
" I`m searching, too. We`ll compare notes.",neutral
" Oh I`m sorry hun  (((****)))) I`m fine thanks.....kids are driving me nuts, but hey ho, they`re back to school on Monday!!",neutral
My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,positive
so bored...,negative
...what ever happened w/ creating music in collaboration just for fun without the 'what am i getting out of it' question in mind? PLEASE!,positive
Pissed at you   http://myloc.me/21CU,negative
" ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac",neutral
" http://twitpic.com/5rylt - ur so lucky! there, the stage its so close of theem! here not  i think we`re dangerous (?",neutral
Misses her work peeps,negative
 It`s fun to see that glimpse of your life,positive
" lol, we are staying in, Craig got footy, so Molly and me missing all the good weather, we have no buggy either.",negative
Roxy was right. This palmade stuffs pretty cool,positive
Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,neutral
"Music Update Before Leaving. Check out the songs Photograph by Air, Disco Friends by Just Jack, Stand Up by The Prodigy. And Enjoy!!!",positive
" Nice skillz Nick  x love always, Marjorie & Jemimah. Sydney, Australia.",positive
its too early to be up,neutral
"Gah, I`m jittery and upset for absolutely NO reason...",negative
Poor dead Josh.  http://bit.ly/JKpHn  Please leave your messages of condolences there.  #boy #rip,negative
"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",negative
 haha me either but like ive always loved hilary  shes the girl id turn **** for  haha,positive
Signing off. Mom`s day tomorrow.,neutral
  Gods sake it isn`t even your birthday yet  i need a cool job like that.,neutral
I thought when u go #2 your tummy is supposed to feel better not worse,neutral
just finished baking some cinnamon rolls   soooo yummy!,positive
"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",positive
dammit i cant watch stadium music,negative
 fantastic.... pick up a **** for me,positive
 i posted it! let me know what you think? theres a really cute cut out in the back too.,positive
oh...my foot`s hurting now. About 5 minutes after I took it out though.,negative
" don`t worry they are use to it, we always give them grief, they usually take it well!!!  nearly always!",neutral
"Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep, me again",positive
" cool, your too good to me you know",positive
 John - more present than ever- even online  #edumedia09,neutral
 i want one so bad  get one for me ?? (:,positive
" Get my **** out the door and go to work   I`m goin, I`m goin!!!!",neutral
 another letter for you - this one car insurance - ouch,neutral
 awesome! maybe someday I`ll find a book of yours on the bestsellers list? lol,positive
`Wake Up Darling`,neutral
Cleaned out my Followers List and blocked the **** girls & **** Now I look like a spammer,neutral
...just waiting to get picked up at the train station by my bro and then off to the gym. Can`t believe I bumped someone last night,neutral
what a beautiful morning! nice to be out,positive
Sushi w/  well cooked veggie for preggo me  now onto Trolley Car birthday party on McKinney Ave. I actially feel awake for once!,positive
 think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome,positive
happy Star Wars day,positive
Has got to look for a job this weekend,neutral
" Oh I believe you...   sooo  thinks she belongs elsewhere, I say I dont think so...",positive
"Just got home, doing art all day.. i want to be in a film",neutral
My assistant had me watch The Notebook. I miss Deborah,negative
" Masson I`ll give you the link, it`s quite handy",positive
just got the bouquet of flowers for my mom  HEHEHE SWEET ),positive
Traffic backed up inbound Lincoln tunnel,neutral
" I would have, but SuperTarget didn`t have any.",neutral
"had a kickass day full of Seaworld, retarded 15 year old guys, and X-Men Origins. Win day?",positive
 Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neutral
sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys,negative
An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,neutral
has made up her mind.....,neutral
" I will tweet you sometime tomorrow, anothe busy day! Goodnight **** Chickie! LOL!",positive
 love it! Really its simple i think of a word and put twi on the front i should be more clever,positive
"watching a film, recovering from my operation",positive
"coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore",negative
 i will,neutral
 yes LOL that`s good one .remeber that bottoms are always the top .,positive
 Stress test: http://www.selfhelpmagazine.com/psychtoons/glasbergen/StressManagement/StressTest.gif  Good luck!,positive
my boss is bullying me...,negative
Dont worry babe,positive
why bother  at celebs? eh? cause it`s almost like talking to them,negative
happy mother`s day to all the moms out there. i hope i never join that crowd,positive
better finish off an order for this little guy first tho   http://tinyurl.com/cltln9 Time to go   Cheerio an Drasda!,neutral
"Back @ work, migraine lingering   Can`t wait for the weekend!",negative
" ohh yeh , but he was on sexy men so its okay",neutral
Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.,negative
" thank you  saw your comment on the chew aerobics, really tickled me",neutral
 LMAO... Smh!  that one threw me off.,neutral
Gotta be at church by ten for camera meeting  Finally!! =D lol,neutral
just watching hollyoaks omg,neutral
is having this massive headache! and all i want to do is eat some nachos..,negative
"Oh yea, and I feel really feckin tired today !",negative
_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,positive
i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,neutral
" thanks amy, its full of hotness",positive
off to bed for the night. goods night everyone,positive
"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",positive
" i don`t know why but, i can only find miss matched socks during winter. i mean, where do they all go?",neutral
 http://bit.ly/Msize  There you go dear  I love her Janelle,positive
I missed  giving away a TTC code,negative
" I work with drunk golfers, it can be exciting! It wasn`t bad  Yours, sir?",positive
"On way to the wimbledon with  to watch star trek, IMAX baby",neutral
trying to fix my internet connection...guess my `prayers` have been answered and i wont have any study distractions  ugh,positive
"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside",negative
I day til NYC!!!! and the journey soon begins!!! Music baby,neutral
Revamping my recording studio today and adding some nice high end outboard gear...very exited!,positive
friday night is my fav night of the week but now I have to go to stupid dog training classes,positive
Now standing because my tailbone is killing me,negative
correction...a hot coco in my NKOTB cup  what a sweety!!!!,positive
"I have to admit, I`m a bit bummed out that I wasn`t with my friends walking today....",negative
 I use NewsFire. Works like a charm,positive
_Robert ha that was ages ago!  youre in LA right? the weather is much better there...,positive
Whatever. Workweek`s over. Time to go play with new phone. Sim card didn`t transfer contacts list,neutral
is way too sleepy to be awake,neutral
The weather is gross outside. It puts me in a bad mood.,negative
" I don`t use it, but I heard that PowerShell is nice",positive
 i was sweating 2 but i didnt see u there,neutral
 paramore makes me want to punch babies  lol,neutral
Wishing it was naptime,positive
" ahh seen a few of those drop, but I just tossed them thinking it was a once only turn in",neutral
"okay, i`m out for a while  back later!",neutral
 ommg gurll why aren`t u going how sad,negative
epic fail with the chocolate fountain that got CLOGGED,negative
 where have you been? LOL,neutral
" It`s sunny and hot in London today, while I sit in office cranking spreadsheets",negative
 You`re gonna wear pink outfits??? I assume she bought it for you,neutral
 yeah doesn`t that suck!  I am working with a Nano here so i had to take 75% of my music off!  so sad,negative
How sad is it that your best friend is so selfish and heartless that they exclude you from their life completely...I`m so sad,negative
 Whats up today..? missed the #coffeeclub that day,negative
_007 so I tried to send you a direct message and I can`t because you aren`t following me,neutral
" Buying my copy today, so excited! Need to learn it for friday  Good luck in sheffield",positive
"Ok, I`m going outside...wish i was playing basketball  oh well...",positive
Off to class,neutral
 I can`t believe you tweeted that. It was our special moment,negative
"_carter http://twitpic.com/3mdce - ONE ROAD, WHERE IS THE DESTINATION?",neutral
  OMG Ur alive!!! LOL  2day has gone sooo slow  I`m going insane Grrr You doing anything tonight?,neutral
17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing,negative
" i suppose this will be in the blog post, but could u email me who was there too",neutral
Ugh 2 days whatever to somewhere,neutral
mothers day at the spit was awesome!!!!!!!  listening to Paranoid by The Jonas Brothers!!!!!!!!!,positive
Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!,negative
Im wishing that i had the weekend off so i can go to SOL.,positive
_StrayCat I sorry!!  Me no like when people I like don`t feel well. Your tummy?,negative
 I`m so mad I cant go to that...you`re like an hour away from me.,negative
" who`s the one always working now?  oh yeah, still me.",neutral
   why!!!! u have to bring it to you 24/7 like the _team,neutral
whew. did some more vacuuming. what a good time! You should vacuum.,positive
 oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world,neutral
Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation,positive
Just checked email and got a follower withb same name as me living in Oz. Welcome on board my alrer ego ,neutral
 thanks got it will contact you if i am having troubles!Thanks,positive
shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail,negative
Shen computer just broke  Time to get the old IBM out...,neutral
"I hate being reminded how weak my eyes are  I overdid reading today, they`re sore as ****. Going to rest. -sigh-",negative
_Layne you`re welcome sweety!  muah! xoxox luv ya!,positive
   too bad Vo got me sick I think  & I don`t even have meds to feel like you.,negative
It wasn`t a good day ..,negative
" i`ll get my size 40`s out now, straight to the post office  See you later, hun",neutral
depressed that i wasn`t included in the morcom gardens quiz on facebook,negative
 aww I miss u too! Haven`t ate,negative
" Yes, have to be right for church",positive
 .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..,positive
 pups I would LOVE to..BUTT I will be saving lives Saturday night  although I know I am missing a BLAST,positive
photo session + mother-daughters bonding session = happy me,positive
"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!",neutral
 I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can`t go back to sleep.,negative
A very exciting week,positive
" 07 !!! It`s bloody quick,, even my gran could drift it   http://twitpic.com/4ja93",neutral
omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,negative
is fairly upset at the fact the twitter/bgt session will have to commence without Sam..,negative
"listening to  after last nights Up from the Underground screening, awesome job ",positive
_tastic Great  cant you twitter from there?,positive
trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,neutral
 thanx for showin luv,positive
off to work... off at 10:30....lammmeeee,negative
 i hope so  I KNOW WOO! haha 2 times  it was exciting lol,positive
Just got home from another wonderful night,positive
has a really really itchy eye,negative
"_hearts hey,got your text. cannae hen, family are comin over  i`ve got nae money to come to livi anyway  xxxx",neutral
Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative
Where`s  poss   i miss him,negative
coming home tomorrow with a car full of treasures,neutral
 delegate  I am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),neutral
"  thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x",negative
" Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!",negative
"I`m a genius  put rug in washing machine, left folding door half open, machine moved now door won`t close or open. shaking head.",neutral
" happened about three weeks ago. Why, is there a serial card fraudster on the loose?",negative
 You know what they say about great minds...,neutral
OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months,negative
 That is so sweet!! Have a good day,positive
" Thank ye, Vaneta.  Much appreciated",positive
 is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,neutral
asks thnx for gritiNg    take caRE Too  God BleSS http://plurk.com/p/rqo76,positive
is texting,neutral
Ay dios mio! 2 weeks left of college!!! AH CAN`T WAIT!!,neutral
 aw it was so sad  shes too cute!,neutral
_agwl Talking to whom? This `Shah Rukh Khan` is an imposter here... LOL! BTW thanx for the follow...,neutral
I miss Feb 23rd 2008  best night of my whole entire **** life. I`d rather re-live that night then win $1million.,positive
 i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby,negative
Happy mothers day mom!!!  i love you.,positive
"there are many jobs I aspire to, supervisor is not one of them  talk about too much stress for too little pay",negative
just watching ncis complete first season,neutral
" Ohhh, he is very regal man-cat! But he is blocked",negative
now there`s a fly in my room,neutral
 yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,positive
The balmain knockoffs in bebe make me sad.....I want the real deal...these shoes look cheapy cheapy.,negative
 because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,neutral
    #followfriday thank you so much. I`m so behind. Still at about half of what I had.,positive
" Yaay! I was supposed to go, but I missed it",negative
 - I will help  not sure how when i`m alllll the way over here haha but i can try  have alot of free time right now haha,positive
@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords,negative
 I`m just bustin` ya chops; it`s not bad. Never seen any real appeal to last.fm is all. Bad quality audio from **** artists,neutral
I`ll be grand....,neutral
" I did my best, it is Sunday after all",positive
  Looks like the nap will have to wait. I`m still waiting on the poor guy,neutral
 - 21 days to go  Happy birthday for then,positive
 im not at litle oven tonight,neutral
to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...,negative
" it is very unlucky  the day wasn`t the same without you! i hope to see you on wednesday though, right? x",negative
 Yeah same,neutral
"never thought i`d say this, but i miss my 9-5 job, the commute, my cubicle, free food & coffee and being downtown. why did i quit?",negative
i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!,neutral
http://twitpic.com/4whaf Tonight`s art show was a success.,positive
 i thought you were gonna be at the show,neutral
 http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,positive
 loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!,positive
How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,negative
 umm..nope not anymoree,neutral
" girl, when you crash, it may last for 2 days",neutral
got a case of the bubblies.,neutral
 i have a weird subconscience. i wonder who will i dream next,negative
 we will!  we shall meet somewhere between utah and indiana.,neutral
 I love you Thomas.I will always respect and support your decision.and I`ll miss you  but you`re gonna do amazing things <3 you,positive
 i know its awful  but never fear i`ve got loads of funds so we can have a drunken catch up post-exams ja?,neutral
 we tried to DM you but your not following us,negative
 Shoot! I voted and somehow looked over yours ... boo hiss. Forgive me   Have a great weekend Arik.,neutral
"i hate working, especially when the weather is good",negative
I cant WAIT to be home and snuggle with my puppies! and my Fiance,positive
 we just missd each otha again! I was at disney all day YESTERday!,negative
Waiting the next release,neutral
today i salute all mothers and honour the feminine....and now its time for a beer,positive
" seems that you,  and I are all ex-baristas!  Commonalities ftw!",neutral
 HaPPy B-DAY Ma Freaaaaaaak  <3,positive
Its 11:11...make a wish!,positive
"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral
Good night everyone  im going to lay in bed and watch eraser!,positive
on my way to work! working sucks big time,negative
"http://twitpic.com/675t7 - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",negative
why does it randomly hangup on me?,neutral
Twitter is slowing me down today.,negative
"Awake again , I give up , I`m going to ready for today",neutral
Brooklyn!!! We went hard!!! Now back up top!! But 1st Hajji`s...yea again  http://tinyurl.com/codla7 http://ti.. http://tinyurl.com/cr8hjs,negative
"Baking experiment results: delicious, very sweet, very rich.  Almost too sweet.",positive
 i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao,neutral
"curses, firewall/proxy server restrictions!  it will have to wait until I get home",negative
" yes, yes it was",neutral
Proof of heat  good day wish I hadn`t spent most of it in bed  http://twitpic.com/670tp,positive
"NIN App Gets Rejected by Apple, Reznor Threatens to go Jailbreak - always entertaining  http://viigo.im/sXB",negative
i miss justin timberlake`s voice. i want him to make new album again,negative
 OMG I`M SOO EXCITED! i`ve been waiting for it ever since i saw the 5th one at midnight the night before!,positive
Happy its the weekend...LOVE has knocked me down ya`ll!!!,neutral
Was eating a tomato and it squirted all over me.,negative
I shrunk my favourite cardigan.  Hubby said he`d buy me a new one. I practically lived in it and it`s gone. I shall say a few words ;),negative
"lunch break`s over, going back to work....",neutral
"i need to read  fic again, but i lost it",neutral
 Sounds like you`re in for a great day!  Enjoy,positive
is in history,neutral
Have to go to work  typical sunshine and deep sleep; stupid friday.,negative
http://twitpic.com/4jax3 - Update Ableton Live,neutral
Recovering from a bad fall at lunch. Great start to the weekend.,positive
  i like yours too   i enjoy your photography. =],positive
Good B-movie... Starship Troopers is cool! Citizen,positive
Another Friday night in. Man being skint is rubbish.,negative
 the step show was fantabulous! (hi  !) my sis`s group won 2nd in their division and 2nd in the show overall! WHOO!,positive
i`m off to see a movie ('17 again'),neutral
Exploring Twitter`s world! me 2,neutral
I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.,negative
misses my baby.,negative
sad assembly  next block,negative
Hey i`m on FaceBook come check me out http://bit.ly/17jIy8   tell me ur username if you ADD ME,neutral
I cant watch anythgin till tonight,neutral
 Thanks for the follow. I`m loving the energy on your site. The spaz in me can`t help but be drawn to you  http://www.ted.me/,positive
tafe was actually quite good. for once,positive
The Taxi Q at Pelangi was super loooong.. and now I`m getting headaches because of the hot-cold transition,negative
 very bad.,negative
 Hope you get your car today   Hate anything that stops me from my work ;),neutral
i got ill and tomorrow iĂŻÂżÂ˝ve got birthday...,neutral
Poor Johnny is sick   Looks like he`ll be going to the vet tomorrow,negative
And the sun is back up again.  Could we have more of the kind of weather we had last January and February? I like jackets.,positive
OMG! i`m almost done with the last block on this quilt! Just a few hours of work left  i can`t wait to meet my goal,positive
"_127 good morning  one m,ore day YAY! #TwitterTakeover",positive
 No. Not professional at all.,negative
Have 3 of the 5 grandbabies again today. 19 month old twins and a 3 1/2 month infant. I love every minute of it too.,positive
 ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work,positive
 i cant afford it  go to school here ? !!,negative
 Here`s a more appropriate @ tweet... is everything ok  Your last 3 days of tweets don`t paint a good picture :-C,negative
" Yes, I liked it very very much  It wasn`t even cheesy!",positive
i have sore throat. that`s suck.,negative
Listening to Metal Shop at Mooneys!! All is good,positive
I wish I could sleep forever,positive
: and my kid is only 3 and is stronger then me,positive
" yeah but there are like 5,000 types of snakes..and it`s wicked wicked wicked hot...and idk. i don`t think i`d like it",negative
Amazing night at the drive in,positive
" Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple >_> oopsie.",neutral
 Go for it!!,neutral
How is everyone on this fine Monday?   what is everyone`s opinion of the new Wolverine movie?,neutral
"  ....what did she EVER do to piss them off?    I thought you just meant casting-related ****, not more of that ****.",negative
 Gratiss,neutral
terence cao over-dose  im fainting.,neutral
 welcome home babe!,positive
lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!!,neutral
come and save me from my packing please?!,neutral
Holy **** I am exhausted! Resting up so I can go see Wolverine later,negative
   still no shout out for Spider,neutral
  Thank you!,positive
" daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot",neutral
" loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",positive
break from packing. watching the office  Pam: 'I had just woken up. I didn`t look cute. That`s how I knew he meant it.',negative
Ok so my sister is going camping I`m so mad because i have to work tomorrow      have fun,neutral
 i live in manchester england but still have never been to london,neutral
back on the twit. much hw`s to do... will post something interesting when i think of it,neutral
ugh back in reno,negative
"Just about to eat, home made indian food is boak  x",negative
 rlly dead?  Descanse em paz... #luto #sad #RIP,negative
 um... thats my favorite beer!! why must you torture me so when I can`t make it down there!!,neutral
Good morning World! Happy Star Wars Day! May the 4th be with you!,positive
"_Mom Emailed you - it`ll be on the porch anytime. If you come tomorrow, we`ll have to miss you! Don`t worry about knocking!",neutral
going back home tonight,neutral
Is watching the cat in the hat,neutral
might have to go back much earlier than expected. bye bye bay area,neutral
"My new design portfolio is finally online: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",neutral
" what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",negative
"oh, it`s raining... i haaaate it!  It was a great violin lesson<3",negative
 No you are not having my favorite drink without me  lol,neutral
Ok all have hit the point of relaxation.. heading to bed  sleep well and Happy Mother`s day to all you Moms out there!! Night,positive
 Are you in Galbladia Garden? That **** is hard.,negative
Unstable broadband and electricity taking toll on my mental stability.,negative
"We waste way too much paper @ the office... for nothing worthy, that almost disgust me",negative
